ranking_popularity,Channel,Watch time (mins),Stream time (mins),Peak viewers,Average viewers,Followers,Followers gained,Partnered,Mature,Language,Esport_channel
532.0,ゆきお2 (YUKIOFPS14),25400235.0,8610.0,12701.0,2950.0,148129.0,2896.0,True,False,Japanese,
533.0,XTHESOLUTIONTV,28149735.0,10065.0,12673.0,2796.0,625680.0,6883.0,True,False,German,
534.0,UNICORNIO,15656625.0,6600.0,12653.0,2372.0,886992.0,21863.0,True,False,Spanish,
535.0,WRECKSNOTHING,3011775.0,2325.0,12650.0,1295.0,76600.0,9441.0,False,False,Russian,
536.0,LUCIANPLAYSALLDAY,959745.0,7560.0,12633.0,126.0,5930.0,290.0,False,False,English,
537.0,YOINTERNETO,5014830.0,960.0,12602.0,5223.0,293302.0,5062.0,True,False,Spanish,
538.0,MEIKODRJ,14527725.0,2445.0,12597.0,5941.0,653590.0,4913.0,True,True,Portuguese,
539.0,CAPTAINPUFFY,14420295.0,3780.0,12592.0,3814.0,1554099.0,-3269.0,True,False,English,
540.0,DELEGARP,19069335.0,11700.0,12563.0,1629.0,283501.0,62550.0,True,False,Portuguese,
541.0,PGL_DOTA2EN3,5118255.0,975.0,12560.0,5249.0,106353.0,1643.0,True,False,English,
542.0,SEUM,3416025.0,13740.0,12545.0,248.0,81886.0,124.0,True,False,English,
543.0,STEEL,27114555.0,8295.0,12544.0,3268.0,222629.0,9415.0,True,False,Russian,
544.0,B0ATY,39472605.0,8760.0,12530.0,4506.0,569369.0,3403.0,True,True,English,
545.0,BOTEZLIVE,26976540.0,4485.0,12502.0,6014.0,1169257.0,16517.0,True,False,English,
546.0,탬탬버린 (2CHAMCHAM2),37700685.0,7785.0,12487.0,4842.0,608789.0,3276.0,True,False,Korean,
547.0,TITANLOL1,11529390.0,2700.0,12480.0,4270.0,284001.0,6615.0,True,False,Portuguese,
548.0,GONCHO,42080070.0,10395.0,12478.0,4048.0,1129954.0,15601.0,True,True,Spanish,
549.0,DANECOOKGAMING,6537180.0,11400.0,12460.0,573.0,45289.0,27309.0,True,False,English,
550.0,LUANZ7_,61073265.0,16680.0,12456.0,3661.0,315438.0,74085.0,True,True,Portuguese,
551.0,TOWELLIEE,48056445.0,19575.0,12439.0,2454.0,949594.0,2484.0,True,False,English,
552.0,FRANIO,41821575.0,8580.0,12436.0,4874.0,318249.0,11903.0,True,False,Polish,
553.0,FANHORP,4491330.0,6900.0,12429.0,650.0,251844.0,17644.0,False,True,Portuguese,
554.0,TAKUU_,25663935.0,3675.0,12416.0,6983.0,107177.0,5534.0,True,True,Polish,
555.0,ABE,7115070.0,8745.0,12406.0,813.0,290843.0,760.0,True,False,English,
556.0,TAMPANEVERSLEEPS,9927285.0,4725.0,12396.0,2101.0,40890.0,2416.0,True,False,English,
557.0,OHNEPIXEL,62987715.0,12135.0,12379.0,5190.0,272540.0,8667.0,True,False,English,
558.0,FROSTPRIME_,8679945.0,8775.0,12378.0,989.0,91830.0,1810.0,True,False,English,
559.0,HISWATTSON,50030550.0,8805.0,12376.0,5682.0,491047.0,19605.0,True,False,English,
560.0,BOXBOX,44990160.0,7650.0,12338.0,5881.0,2060013.0,905.0,True,False,English,
561.0,CXMMUNITY,4361490.0,570.0,12331.0,7651.0,11127.0,511.0,True,False,English,Yes
562.0,TWITCH,1637175.0,225.0,12330.0,7276.0,2256304.0,-48.0,True,False,English,
563.0,BILALKAMARIEH7,3112425.0,4770.0,12311.0,652.0,70330.0,3488.0,False,False,German,
564.0,DYRACHYO,5398770.0,765.0,12308.0,7057.0,101349.0,13203.0,False,False,Russian,
565.0,피닉스박1 (XKWHD),49962615.0,18195.0,12307.0,2745.0,239932.0,7798.0,True,False,Korean,
566.0,HORTYUNDERSCORE,12217605.0,2760.0,12304.0,4426.0,216099.0,11389.0,True,False,French,
567.0,OLLIEGAMERZ,4217190.0,4695.0,12273.0,898.0,648129.0,26779.0,True,False,Spanish,
568.0,AVOIDINGTHEPUDDLE,20826240.0,5550.0,12259.0,3752.0,407314.0,1348.0,True,True,English,
569.0,강지 (RKDWL12),27545325.0,7905.0,12251.0,3484.0,664880.0,11920.0,True,False,Korean,
570.0,SCRUFFOFTHENECK,2135220.0,735.0,12249.0,2905.0,13425.0,149.0,True,False,English,
571.0,おにや (ONIYADAYO),50172210.0,7725.0,12218.0,6494.0,218428.0,6156.0,True,False,Japanese,
572.0,NICOTHEO_OFF,1450860.0,7920.0,12195.0,183.0,6250.0,694.0,False,False,French,
573.0,S0MCS,13620900.0,2310.0,12191.0,5896.0,786034.0,4661.0,True,False,English,
574.0,GRENBAUD,18733875.0,2955.0,12186.0,6339.0,870243.0,7571.0,True,True,Italian,
575.0,GREENRADOM,678075.0,915.0,12165.0,741.0,16440.0,7.0,False,False,German,
576.0,EMONGG,66223680.0,14655.0,12103.0,4518.0,831174.0,20146.0,True,False,English,
577.0,ELSENORDELOSCIELOS8,10018260.0,4440.0,12075.0,2256.0,22669.0,13266.0,False,False,Spanish,
578.0,SASATIKK,77170140.0,12420.0,12046.0,6213.0,178732.0,5064.0,True,False,Japanese,
579.0,MONSTERENERGY,691740.0,75.0,12013.0,9223.0,27835.0,50.0,True,False,English,
580.0,SUPERGIRLGP,4630035.0,2235.0,11991.0,2071.0,12776.0,366.0,True,False,English,
581.0,CLINTSTEVENS,36883065.0,5100.0,11971.0,7231.0,548347.0,6387.0,True,False,English,
582.0,PVFRANGO,7500660.0,7680.0,11948.0,976.0,411685.0,25619.0,False,False,Portuguese,
583.0,BTSSMASH4,4333590.0,1470.0,11939.0,2948.0,45021.0,2217.0,True,False,English,
584.0,FRAMETAMER666,27444540.0,5520.0,11932.0,4971.0,725443.0,30074.0,True,False,Russian,
585.0,XCUDI,2852820.0,14655.0,11854.0,194.0,50797.0,114.0,True,False,English,
586.0,ROSHTEIN,22484400.0,5790.0,11853.0,3883.0,1074806.0,5.0,False,True,English,
587.0,WIRTUAL,29409345.0,4770.0,11847.0,6165.0,342340.0,9272.0,True,False,English,
588.0,NIMUVT,6478710.0,2400.0,11845.0,2699.0,2398793.0,47974.0,True,False,Spanish,
589.0,IMLS,42578445.0,12060.0,11816.0,3530.0,640188.0,1249.0,True,False,English,Yes
590.0,MUNDODEPORTIVO1906,15923085.0,4860.0,11785.0,3276.0,3192.0,975.0,False,False,Spanish,
591.0,ZEALSAMBITIONS,44601150.0,11985.0,11700.0,3721.0,276930.0,1149.0,True,False,English,
592.0,STRIB,4147830.0,2745.0,11676.0,1511.0,113285.0,3139.0,True,False,Spanish,
593.0,火暴可可 (XHIBAOGER),10527450.0,1695.0,11647.0,6210.0,241547.0,5462.0,True,False,Chinese,
594.0,REPAZ,25399470.0,14535.0,11641.0,1747.0,667794.0,4785.0,True,True,German,
595.0,JUVENTUS,2844510.0,2055.0,11601.0,1384.0,83709.0,2532.0,True,False,Italian,
596.0,AUSTIN_07,4481205.0,24075.0,11598.0,186.0,24698.0,620.0,True,True,English,
597.0,TWIIX_AL,15224070.0,7470.0,11596.0,2038.0,8286.0,7826.0,False,False,English,
598.0,VOODOOSH,62416230.0,10830.0,11565.0,5763.0,242015.0,2595.0,True,False,Russian,
599.0,ELISAWAVES,4755405.0,5160.0,11549.0,921.0,419443.0,11778.0,True,True,Spanish,
600.0,GOOFYWISE,1496460.0,2220.0,11535.0,674.0,13369.0,130.0,True,True,English,
601.0,BLUEANDQUEENIE,2321535.0,8250.0,11528.0,281.0,87943.0,164.0,True,False,English,
602.0,JAY3,37165650.0,13335.0,11523.0,2787.0,457710.0,23955.0,True,False,English,
603.0,XCHOCOBARS,11561625.0,6495.0,11516.0,1780.0,962566.0,1691.0,True,False,English,
604.0,ABSOLUTEHABIBI,1613370.0,5130.0,11499.0,314.0,20288.0,345.0,True,True,English,
605.0,IAMCRISTININI,25599000.0,7455.0,11489.0,3433.0,3209507.0,27024.0,True,False,Spanish,
606.0,LETICIAXMOTTA,1511790.0,405.0,11481.0,3732.0,56131.0,4316.0,True,False,Portuguese,
607.0,SABYSPARK,1834080.0,3540.0,11474.0,518.0,14003.0,678.0,True,False,English,
608.0,TFBLADE,35421555.0,8925.0,11467.0,3968.0,1226605.0,7831.0,True,False,English,
609.0,NEVER_LOSES,30730950.0,6615.0,11430.0,4645.0,265292.0,2317.0,True,False,Chinese,
610.0,CALEBHART42,22741605.0,10875.0,11428.0,2091.0,205601.0,585.0,True,False,English,
611.0,WELOVEGAMES,38486610.0,14415.0,11417.0,2669.0,457024.0,5372.0,True,False,Russian,
612.0,FOOLISH_GAMERS,70800225.0,14190.0,11406.0,4989.0,1812324.0,5820.0,True,False,English,
613.0,룩삼 (LOOKSAM),19075620.0,7455.0,11406.0,2558.0,305499.0,1216.0,True,False,Korean,
614.0,POPO,21386100.0,3435.0,11388.0,6225.0,418975.0,3299.0,True,False,Polish,
615.0,MUHANJAN,8767260.0,4155.0,11377.0,2110.0,139157.0,8150.0,False,True,Russian,
616.0,삼식 (INECR7024),41851035.0,10110.0,11368.0,4139.0,231711.0,6935.0,True,False,Korean,
617.0,RMCSPORT,8693670.0,11565.0,11307.0,751.0,116069.0,19390.0,True,False,French,
618.0,RPGLIMITBREAK,13293660.0,10470.0,11301.0,1269.0,130759.0,805.0,True,False,English,
619.0,TOLUNAYOREN,17486280.0,5385.0,11240.0,3247.0,711066.0,39413.0,True,False,Turkish,
620.0,FURKAN,6947535.0,1275.0,11235.0,5449.0,38863.0,16842.0,True,False,Turkish,
621.0,LUQUITARODRIGUEZ,5523240.0,2190.0,11233.0,2522.0,378325.0,5281.0,True,True,Spanish,
622.0,SUPERTF,69880170.0,13485.0,11232.0,5182.0,568089.0,9762.0,True,False,English,
623.0,SOYMOTOR,5239500.0,3150.0,11222.0,1663.0,106800.0,3402.0,True,False,Spanish,
624.0,NORTHERNLION,46730400.0,6000.0,11221.0,7788.0,601154.0,5301.0,True,False,English,
625.0,SKILLZ0R1337,6974340.0,2400.0,11206.0,2905.0,230816.0,4039.0,False,False,Russian,
626.0,NAKOO_FN,17127045.0,7890.0,11180.0,2170.0,682925.0,12113.0,True,False,Spanish,
627.0,BECCA,20932650.0,13995.0,11173.0,1495.0,420795.0,275.0,True,False,English,
628.0,老皮 (MOBILMOBIL),62781840.0,9270.0,11168.0,6772.0,524440.0,2357.0,True,True,Chinese,
629.0,DISTORTION2,79054260.0,14385.0,11143.0,5495.0,522909.0,5761.0,True,True,English,
630.0,MRSAVAGE,14655375.0,2940.0,11126.0,4984.0,2821100.0,27592.0,True,False,English,
631.0,BJERGSENLOL,3189795.0,510.0,11122.0,6254.0,1515341.0,1513.0,True,False,English,
632.0,JUSTCOOMAN,54254520.0,9525.0,11109.0,5696.0,332273.0,12017.0,True,False,Russian,
633.0,IWDOMINATE,37032030.0,7785.0,11097.0,4756.0,851465.0,1452.0,True,False,English,
634.0,ATOSMOCHIS,5742900.0,3735.0,11087.0,1537.0,3056.0,2754.0,False,False,Spanish,
635.0,BLXCKOUTZ,81880275.0,42855.0,11063.0,1910.0,1567596.0,38108.0,True,False,Portuguese,
636.0,LVPCL,4092210.0,1560.0,11063.0,2623.0,62156.0,855.0,True,False,Spanish,
637.0,TRASHTASTEPODCAST,1285575.0,135.0,11057.0,9522.0,353075.0,535.0,True,False,English,
638.0,녹두로 (NOKDURO),30925500.0,4635.0,11056.0,6672.0,269917.0,535.0,True,False,Korean,
639.0,KOSSTOCHKA,4669935.0,2715.0,11050.0,1720.0,101920.0,5168.0,True,True,Russian,
640.0,RICOY,34025640.0,7350.0,11044.0,4629.0,357324.0,17741.0,True,True,Spanish,
641.0,허니츄러스 (HONEYCHURROS),4964520.0,1335.0,11043.0,3718.0,59086.0,32886.0,False,False,Korean,
642.0,AVERAGEJONAS,22194840.0,10740.0,11015.0,2066.0,939027.0,10930.0,True,False,English,
643.0,ZELLSIS,3475485.0,3255.0,11012.0,1067.0,351731.0,6334.0,True,True,English,
644.0,RTGAME,14534475.0,2460.0,10996.0,5908.0,1135624.0,2417.0,True,False,English,
645.0,PENTA,68586885.0,9690.0,10989.0,7078.0,350658.0,1758.0,True,True,English,
646.0,LAMEDIAINGLESA,8421405.0,2130.0,10989.0,3953.0,65201.0,5579.0,True,False,Spanish,
647.0,GUACAMOLEMOLLY,12334920.0,4125.0,10963.0,2990.0,306490.0,4839.0,True,True,Russian,
648.0,ZYBLOL,12332355.0,3360.0,10957.0,3670.0,74208.0,26934.0,True,False,English,
649.0,LAINK,5271900.0,1470.0,10949.0,3586.0,694374.0,3594.0,True,False,French,
650.0,김도 (KIMDOE),60080865.0,12555.0,10934.0,4785.0,318893.0,-111.0,True,True,Korean,
651.0,DJGAMERPLAYER,1687215.0,9435.0,10926.0,178.0,15733.0,4140.0,False,True,Portuguese,
652.0,슈카월드 (TORONA1),6155835.0,720.0,10926.0,8549.0,141842.0,1531.0,False,False,Korean,
653.0,NEOFOX,1202265.0,4815.0,10919.0,249.0,11688.0,1010.0,True,False,English,
654.0,SAFINEE,2929260.0,1455.0,10908.0,2013.0,133357.0,7324.0,True,False,French,
655.0,RUMATHRA,9917175.0,15180.0,10892.0,653.0,667612.0,3874.0,True,False,German,
656.0,GIGGAND,23920995.0,4710.0,10890.0,5078.0,526238.0,1302.0,True,True,German,
657.0,MOAUBA,5334795.0,3870.0,10890.0,1378.0,325261.0,912.0,True,False,German,
658.0,LVPCOL,4260810.0,2430.0,10884.0,1753.0,33415.0,1395.0,True,False,Spanish,
659.0,CHIGRE,11096895.0,5790.0,10832.0,1916.0,322234.0,4844.0,True,False,Spanish,
660.0,ROCKETSTREETLIVE,13608825.0,3555.0,10818.0,3828.0,163656.0,13223.0,True,False,Spanish,
661.0,김진우 (JINU6734),41920095.0,9255.0,10810.0,4529.0,333578.0,3219.0,False,False,Korean,
662.0,KOIL,18145680.0,8325.0,10789.0,2179.0,548719.0,378.0,True,True,English,
663.0,GETONMYLVLTV,22021800.0,21840.0,10788.0,1008.0,82668.0,82639.0,True,True,German,
664.0,FUSION88,11897385.0,10305.0,10775.0,1154.0,110600.0,32278.0,False,True,Portuguese,
665.0,LEODKN1,580695.0,600.0,10754.0,967.0,1208.0,250.0,False,False,Portuguese,
666.0,WERLYB,22354035.0,6225.0,10742.0,3591.0,745134.0,5608.0,True,False,Spanish,
667.0,BROSSKIEZ,3656625.0,2955.0,10721.0,1237.0,38042.0,2192.0,True,False,Turkish,
668.0,LANDONORRIS,547365.0,60.0,10702.0,9122.0,1333354.0,245.0,True,False,English,
669.0,PESTILY,27143205.0,6075.0,10700.0,4468.0,1278510.0,2501.0,True,False,English,
670.0,CHAP_GG,43583505.0,10440.0,10690.0,4174.0,255877.0,5363.0,True,False,French,
671.0,UNIVERSONOVELAS,1837185.0,675.0,10674.0,2721.0,7742.0,5532.0,False,True,Spanish,
672.0,PUTUPAU,20644605.0,8430.0,10673.0,2448.0,373907.0,5606.0,True,True,Spanish,
673.0,THATVIOLINCHICK,4613985.0,11610.0,10651.0,397.0,39398.0,1243.0,True,False,English,
674.0,ZONAGEMELOS,3129300.0,480.0,10642.0,6519.0,79053.0,9776.0,False,True,Spanish,
675.0,CABOCHARDLOL,11198895.0,2895.0,10633.0,3868.0,127242.0,9108.0,True,False,French,
676.0,YEJUNIVERSE,5940495.0,3960.0,10607.0,1500.0,101717.0,2561.0,True,False,English,
677.0,LUXIEGAMES,4020930.0,4485.0,10558.0,896.0,88683.0,1094.0,True,True,English,
678.0,STOOPZZ,30617190.0,8655.0,10545.0,3537.0,170651.0,1307.0,True,False,English,
679.0,QUARTERJADE,25894740.0,4815.0,10544.0,5377.0,1029449.0,14167.0,True,False,English,
680.0,TOMMYINNIT,2426700.0,270.0,10531.0,8987.0,7373528.0,941.0,True,False,English,
681.0,GRANDPOOBEAR,12725805.0,10110.0,10497.0,1258.0,302303.0,789.0,True,False,English,
682.0,KITBOGA,28623210.0,3675.0,10485.0,7788.0,1161068.0,5908.0,True,False,English,
683.0,DREAMWASTAKEN,1511415.0,195.0,10481.0,7750.0,980329.0,787.0,False,False,English,
684.0,JAPANESEKOREANUG,22979970.0,9255.0,10478.0,2482.0,86209.0,8509.0,True,False,Japanese,
685.0,GAFALLEN,2998350.0,615.0,10469.0,4875.0,1449980.0,1832.0,True,False,Portuguese,
686.0,2K,500415.0,75.0,10451.0,6672.0,2219.0,660.0,True,False,English,
687.0,BRUNENGER,57677475.0,15135.0,10412.0,3810.0,878516.0,24162.0,True,False,Spanish,
688.0,YLSANT,1723620.0,1455.0,10395.0,1184.0,16574.0,1054.0,False,False,Russian,
689.0,BRUCEGREENE,7751415.0,12015.0,10389.0,645.0,216951.0,826.0,True,False,English,
690.0,REZONFN,7953285.0,7815.0,10385.0,1017.0,469296.0,12233.0,True,False,German,
691.0,SETSUKOTFT,30376545.0,10110.0,10364.0,3004.0,60660.0,6368.0,True,False,English,
692.0,OMEDSUELO,2462505.0,3855.0,10360.0,638.0,83514.0,4262.0,False,False,German,
693.0,LOSPOLLOSTV,9387315.0,1980.0,10354.0,4741.0,686482.0,1228.0,True,False,English,
694.0,ROCKY_,29047770.0,7455.0,10349.0,3896.0,409395.0,6999.0,True,False,French,
695.0,KURUMX,7429995.0,7815.0,10340.0,950.0,77511.0,942.0,True,False,English,
696.0,IM_DONTAI,29463390.0,5655.0,10317.0,5210.0,1709888.0,19871.0,True,False,English,
697.0,CYR,14070825.0,4845.0,10314.0,2904.0,583933.0,1069.0,True,True,English,
698.0,BT0TV,41388450.0,41850.0,10266.0,988.0,399520.0,5309.0,True,False,Portuguese,
699.0,DESCONECTADOS_TV,6966540.0,1725.0,10251.0,4038.0,99399.0,16972.0,False,False,Spanish,
700.0,97ZONER,7024260.0,9000.0,10248.0,780.0,46067.0,4487.0,True,False,Russian,
701.0,ENVIOSITY,26301795.0,7950.0,10244.0,3308.0,743888.0,4716.0,True,False,English,
702.0,TOMMYINNITALT,223140.0,30.0,10238.0,7438.0,1608498.0,109.0,True,False,English,
703.0,SVETASOLLARR,2805690.0,2745.0,10224.0,1022.0,85667.0,15071.0,False,False,Russian,
704.0,MGG_FR,13802520.0,12480.0,10221.0,1105.0,67187.0,2126.0,True,False,French,
705.0,NATSUMIII,9573405.0,6495.0,10206.0,1473.0,530267.0,-26.0,True,False,English,
706.0,PHOTOCHESS,6176550.0,5880.0,10201.0,1050.0,23326.0,754.0,True,False,English,
707.0,IKERCASILLAS,1889790.0,1545.0,10199.0,1223.0,77300.0,33273.0,True,False,Spanish,
708.0,PIKABOOIRL,58026495.0,17925.0,10195.0,3237.0,401412.0,7197.0,True,False,English,
709.0,DEEPINS02,13093845.0,2220.0,10190.0,5898.0,1417513.0,-66093.0,True,False,Russian,
710.0,ALBRALELIE,11282175.0,12375.0,10175.0,911.0,598176.0,662.0,True,False,English,
711.0,NNIRU,23976765.0,11220.0,10165.0,2136.0,342374.0,12622.0,True,False,Japanese,
712.0,OTZDARVA,54102000.0,8055.0,10151.0,6716.0,868334.0,7437.0,True,False,English,
713.0,BEYONDTHESUMMIT,34733670.0,42600.0,10124.0,815.0,1175623.0,1916.0,True,False,English,Yes
714.0,KARLNETWORK,15157650.0,2550.0,10123.0,5944.0,1345815.0,11040.0,True,False,English,
715.0,UPSETGER,13049325.0,4815.0,10117.0,2710.0,114673.0,17852.0,True,False,English,
716.0,H3CZ,759150.0,660.0,10105.0,1150.0,120051.0,1216.0,True,False,English,
717.0,IMANTADO,4930320.0,5190.0,10094.0,949.0,511839.0,11010.0,True,False,Spanish,
718.0,IZAKOOO,29370720.0,14130.0,10087.0,2078.0,1832564.0,7824.0,True,False,Polish,
719.0,JUANJOGAMEPLAY,833790.0,2685.0,10058.0,310.0,131863.0,3483.0,True,False,Spanish,
720.0,쉐리 (KSS7749),18297705.0,8820.0,10053.0,2074.0,191699.0,533.0,True,False,Korean,
721.0,RATIRL,28135290.0,5685.0,10045.0,4949.0,781806.0,3001.0,True,True,English,
722.0,JINNYTTY,45786105.0,10485.0,10040.0,4366.0,856491.0,8553.0,True,False,English,
723.0,SHISHEYU_MAYAMOTO,36082740.0,8400.0,10038.0,4295.0,111058.0,1946.0,True,False,French,
724.0,BUGHA,8182350.0,2760.0,10025.0,2964.0,5155276.0,22111.0,True,False,English,
725.0,TODURORP,5411940.0,9960.0,10022.0,543.0,99916.0,40454.0,False,True,Portuguese,
726.0,ANNACRAMLING,19671465.0,6285.0,10020.0,3129.0,276966.0,19715.0,True,False,English,
727.0,LAKSHARTNIA,9544710.0,5895.0,10019.0,1619.0,1201092.0,26120.0,True,False,Spanish,
728.0,PAOLOIDOLO,24935430.0,12240.0,10016.0,2037.0,453102.0,1613.0,True,False,Italian,
729.0,TIVIBUSPOR,5376075.0,7845.0,10002.0,685.0,40379.0,4992.0,False,False,Turkish,
730.0,TINAKITTEN,19572405.0,3675.0,9988.0,5325.0,1308316.0,14979.0,True,False,English,
731.0,VLESK,9274380.0,6225.0,9948.0,1489.0,246916.0,1495.0,True,False,German,
732.0,LCKCL,15548355.0,3645.0,9946.0,4265.0,69581.0,7435.0,False,False,Korean,Yes
733.0,TCK10,46413255.0,14490.0,9934.0,3203.0,230769.0,22473.0,True,True,Portuguese,
734.0,LEONBRATT,3917070.0,3390.0,9932.0,1155.0,55616.0,765.0,True,False,English,
735.0,PHILZA,17327325.0,3930.0,9916.0,4408.0,4141011.0,3508.0,True,True,English,
736.0,MOGTALK,54087630.0,10215.0,9913.0,5294.0,42150.0,12423.0,True,False,English,
737.0,FISHNOTHING,3689655.0,13365.0,9898.0,276.0,20565.0,3905.0,True,False,Portuguese,
738.0,COREANO,55156545.0,17340.0,9881.0,3180.0,553972.0,13496.0,True,False,Portuguese,
739.0,ALESSIASANTERAMO,9342930.0,4035.0,9873.0,2315.0,58196.0,3343.0,True,False,English,
740.0,LUCIID_TW,6547770.0,7215.0,9868.0,907.0,96872.0,1770.0,True,False,English,
741.0,GAYMINGMAG,790230.0,555.0,9864.0,1423.0,5039.0,258.0,True,False,English,
742.0,더플레이스튜디오 (THEPLAYSTUDIO),3822480.0,720.0,9861.0,5309.0,1311.0,641.0,False,False,Korean,
743.0,AGENTEMAXO,11973765.0,6945.0,9852.0,1724.0,1133919.0,8528.0,True,False,Spanish,
744.0,KARASMAI,17972595.0,11775.0,9842.0,1526.0,477954.0,4108.0,True,False,English,
745.0,HAZRETIYASUO,10036275.0,3630.0,9841.0,2764.0,706502.0,41938.0,False,False,Turkish,
746.0,JUDD,12321030.0,7785.0,9832.0,1582.0,140698.0,4330.0,True,True,English,
747.0,CH14,4794735.0,2025.0,9822.0,2367.0,873864.0,52225.0,True,False,Spanish,
748.0,TECTONE,30808545.0,10290.0,9820.0,2994.0,808833.0,-615.0,True,False,English,
749.0,TORONTOTOKYO17,12019935.0,3045.0,9818.0,3947.0,175633.0,18281.0,True,False,Russian,
750.0,BROXAH,60274410.0,11145.0,9797.0,5408.0,436820.0,16243.0,True,False,English,
751.0,H2P_GUCIO,55482000.0,11580.0,9780.0,4791.0,318984.0,5174.0,True,False,Polish,
752.0,XARI,10696095.0,2790.0,9779.0,3833.0,400537.0,289.0,True,False,French,
753.0,RIMA0326,310575.0,285.0,9778.0,1089.0,6711.0,517.0,False,False,English,
754.0,LCO,7623540.0,1890.0,9756.0,4033.0,38897.0,3532.0,True,False,English,Yes
755.0,STERZIK,6666450.0,3300.0,9755.0,2020.0,81934.0,6039.0,True,False,German,
756.0,ICECREAMUPLOADS,1095330.0,3720.0,9752.0,294.0,3792.0,180.0,True,False,English,
757.0,ROCIODTA,16075110.0,5085.0,9746.0,3161.0,798171.0,41394.0,True,False,Spanish,
758.0,NRGGG,958320.0,210.0,9739.0,4563.0,241347.0,676.0,True,False,English,
759.0,KAYDOP,20604930.0,5190.0,9726.0,3970.0,707294.0,11674.0,True,False,French,
760.0,SPAWNONME,1096665.0,195.0,9725.0,5623.0,9552.0,169.0,True,True,English,
761.0,AUSSIEANTICS,50644650.0,16185.0,9725.0,3129.0,922579.0,20951.0,True,False,English,Yes
762.0,FARFADOXVEVO,21927090.0,3885.0,9718.0,5644.0,1303203.0,41210.0,True,False,Spanish,
763.0,CURTISRYAN,16221750.0,17025.0,9699.0,952.0,170154.0,3704.0,True,True,English,
764.0,STAIY,43708770.0,8445.0,9690.0,5175.0,315824.0,1533.0,True,False,German,
765.0,CACHO01,30188505.0,8790.0,9689.0,3434.0,655261.0,32868.0,True,False,Spanish,
766.0,VALORANT_BR,13401555.0,2640.0,9668.0,5076.0,538837.0,5540.0,True,False,Portuguese,Yes
767.0,ARTY,2191710.0,345.0,9662.0,6352.0,1442.0,428.0,True,False,English,
768.0,JELTY,11929200.0,3600.0,9654.0,3313.0,2921939.0,15595.0,True,False,Spanish,
769.0,ELMIILLOR,48868545.0,10770.0,9631.0,4537.0,797279.0,1356.0,True,False,Spanish,
770.0,AUNKERE,13675965.0,4170.0,9629.0,3279.0,442645.0,14346.0,True,False,Russian,
771.0,SOYCHAPATV,1117080.0,2550.0,9626.0,438.0,30398.0,1482.0,False,False,Spanish,
772.0,BRKK,23406780.0,12180.0,9625.0,1921.0,409048.0,33766.0,False,True,Portuguese,
773.0,AUZIOMF,16611825.0,8520.0,9618.0,1949.0,118528.0,14686.0,True,False,English,
774.0,MAYA,13299900.0,2505.0,9611.0,5309.0,729115.0,2925.0,True,False,English,
775.0,NAGUURA,22950495.0,9900.0,9597.0,2318.0,325136.0,5819.0,True,False,English,
776.0,J4MOD,3613155.0,2190.0,9594.0,1649.0,13314.0,2910.0,False,False,English,
777.0,ADMIRALBAHROO,46072545.0,9000.0,9592.0,5119.0,829313.0,-1204.0,True,False,English,
778.0,DALTOOSH,35660640.0,11160.0,9572.0,3195.0,744198.0,4258.0,True,False,English,
779.0,BARBAROUSKING,66575580.0,17820.0,9568.0,3736.0,192149.0,1225.0,True,True,English,
780.0,김뿡_ (BBONGE_),17655510.0,8595.0,9564.0,2054.0,141479.0,2528.0,True,False,Korean,
781.0,ALE_APOKA,38825760.0,40935.0,9523.0,948.0,276168.0,4426.0,True,True,Portuguese,
782.0,MAGIC,1681365.0,855.0,9510.0,1966.0,432431.0,586.0,True,False,English,Yes
783.0,SPKCLB,4607265.0,2715.0,9504.0,1696.0,256147.0,10810.0,False,False,Portuguese,
784.0,MRDZINOLD,16399920.0,4395.0,9491.0,3731.0,277976.0,26059.0,True,False,Polish,
785.0,MELHARUCOS,50496765.0,13995.0,9490.0,3608.0,408485.0,841.0,True,True,Russian,
786.0,DRUTUTT,67639770.0,12390.0,9463.0,5459.0,404400.0,16859.0,True,False,English,
787.0,ARROZYDESGRACIAS,11205030.0,3885.0,9457.0,2884.0,187055.0,33123.0,True,False,Spanish,
788.0,JENNYAN,16823850.0,6480.0,9455.0,2596.0,145022.0,3643.0,True,False,German,
789.0,ZILVERK,9565260.0,4245.0,9445.0,2253.0,1792956.0,24325.0,True,False,Spanish,
790.0,XENOSYSVEX,48129465.0,16020.0,9444.0,3004.0,128307.0,5827.0,True,False,English,
791.0,SARTHE,6962550.0,9810.0,9444.0,709.0,40602.0,3010.0,True,False,English,
792.0,小森めと (MET_KOMORI),10348365.0,2565.0,9436.0,4034.0,140551.0,18110.0,False,False,Japanese,
793.0,LEFRENCHRESTREAM,22673490.0,7755.0,9435.0,2923.0,70926.0,961.0,True,False,French,
794.0,REVENTXZ,21007605.0,8490.0,9435.0,2474.0,910140.0,-1366.0,True,False,Spanish,
795.0,MANDE,51852645.0,10860.0,9433.0,4774.0,406972.0,17723.0,True,False,English,
796.0,AA9SKILLZ,18786810.0,7710.0,9427.0,2436.0,731279.0,8574.0,True,False,English,
797.0,C_A_K_E,47594610.0,12795.0,9417.0,3719.0,351684.0,380.0,True,False,Russian,
798.0,ATT_OFICIAL,4959510.0,9375.0,9415.0,529.0,206359.0,15622.0,False,False,Portuguese,
